ID,Nome,Preço,Quantidade em Estoque
997,Produto 997,994.12,61
998,Produto 998,204.09,57
999,Produto 999,593.08,97
1000,Produto 1000,698.72,70
1001,Produto 1001,528.34,86
1002,Produto 1002,244.28,17
1003,Produto 1003,110.02,36
1004,Produto 1004,69.46,90
1005,Produto 1005,978.61,60
1006,Produto 1006,752.3,100
1007,Produto 1007,361.09,65
1008,Produto 1008,402.04,41
1009,Produto 1009,174.0,14
1010,Produto 1010,255.37,95
1011,Produto 1011,647.21,58
1012,Produto 1012,729.84,10
1013,Produto 1013,555.79,41
1014,Produto 1014,723.01,78
1015,Produto 1015,296.92,31
1016,Produto 1016,196.76,14
1017,Produto 1017,506.48,45
1018,Produto 1018,933.7,96
1019,Produto 1019,999.24,29
1020,Produto 1020,395.45,81
1021,Produto 1021,701.61,39
1022,Produto 1022,97.39,67
1023,Produto 1023,674.47,35
1024,Produto 1024,358.07,71
1025,Produto 1025,785.78,94
1026,Produto 1026,809.27,71
1027,Produto 1027,312.24,55
1028,Produto 1028,517.77,87
1029,Produto 1029,539.96,2
1030,Produto 1030,866.39,51
1031,Produto 1031,629.31,13
1032,Produto 1032,634.92,67
1033,Produto 1033,359.0,92
1034,Produto 1034,109.84,48
1035,Produto 1035,762.39,33
1036,Produto 1036,42.71,12
1037,Produto 1037,908.7,19
1038,Produto 1038,774.74,27
1039,Produto 1039,215.25,27
1040,Produto 1040,207.01,90
1041,Produto 1041,116.63,87
1042,Produto 1042,799.36,62
1043,Produto 1043,117.26,57
1044,Produto 1044,713.99,62
1045,Produto 1045,285.02,85
1046,Produto 1046,433.47,96
1047,Produto 1047,537.06,12
1048,Produto 1048,54.75,70
1049,Produto 1049,135.55,11
1050,Produto 1050,604.76,69
1051,Produto 1051,693.91,19
1052,Produto 1052,280.33,62
1053,Produto 1053,530.42,21
1054,Produto 1054,259.42,6
1055,Produto 1055,862.24,38
1056,Produto 1056,949.05,87
1057,Produto 1057,545.69,43
1058,Produto 1058,757.58,46
1059,Produto 1059,444.97,73
1060,Produto 1060,89.24,30
1061,Produto 1061,477.38,26
1062,Produto 1062,193.46,33
1063,Produto 1063,944.49,50
1064,Produto 1064,267.35,89
1065,Produto 1065,155.61,15
1066,Produto 1066,617.86,47
1067,Produto 1067,960.14,52
1068,Produto 1068,274.75,59
1069,Produto 1069,413.33,92
1070,Produto 1070,430.68,19
1071,Produto 1071,574.24,49
1072,Produto 1072,784.35,28
1073,Produto 1073,178.32,51
1074,Produto 1074,534.76,37
1075,Produto 1075,988.8,15
1076,Produto 1076,885.79,44
1077,Produto 1077,899.32,36
1078,Produto 1078,221.02,64
1079,Produto 1079,855.35,29
1080,Produto 1080,422.02,81
1081,Produto 1081,718.66,100
1082,Produto 1082,849.41,64
1083,Produto 1083,301.81,36
1084,Produto 1084,198.83,48
1085,Produto 1085,783.14,65
1086,Produto 1086,868.64,8
1087,Produto 1087,715.68,32
1088,Produto 1088,650.09,98
1089,Produto 1089,38.47,55
1090,Produto 1090,867.28,6
1091,Produto 1091,994.26,79
1092,Produto 1092,586.57,56
1093,Produto 1093,64.7,31
1094,Produto 1094,447.12,15
1095,Produto 1095,716.21,38
1096,Produto 1096,824.5,93
1097,Produto 1097,167.43,59
1098,Produto 1098,646.82,92
1099,Produto 1099,202.86,99
1100,Produto 1100,248.73,81
1101,Produto 1101,148.4,8
1102,Produto 1102,322.96,50
1103,Produto 1103,793.22,48
1104,Produto 1104,712.41,60
1105,Produto 1105,15.42,59
1106,Produto 1106,171.82,51
1107,Produto 1107,892.7,88
1108,Produto 1108,19.87,12
1109,Produto 1109,360.73,100
1110,Produto 1110,637.58,20
1111,Produto 1111,643.94,16
1112,Produto 1112,867.83,85
1113,Produto 1113,392.38,2
1114,Produto 1114,305.0,4
1115,Produto 1115,960.91,58
1116,Produto 1116,676.97,91
1117,Produto 1117,867.24,42
1118,Produto 1118,579.58,45
1119,Produto 1119,483.23,2
1120,Produto 1120,147.25,2
1121,Produto 1121,40.78,91
1122,Produto 1122,532.07,30
1123,Produto 1123,568.97,15
1124,Produto 1124,5.22,11
1125,Produto 1125,891.21,67
1126,Produto 1126,385.47,78
1127,Produto 1127,832.91,59
1128,Produto 1128,967.7,35
1129,Produto 1129,86.4,7
1130,Produto 1130,266.96,18
1131,Produto 1131,885.54,84
1132,Produto 1132,997.86,67
1133,Produto 1133,510.04,55
1134,Produto 1134,837.46,58
1135,Produto 1135,12.48,18
1136,Produto 1136,109.28,42
1137,Produto 1137,389.26,43
1138,Produto 1138,84.12,63
1139,Produto 1139,958.24,82
1140,Produto 1140,67.69,90
1141,Produto 1141,287.8,6
1142,Produto 1142,440.44,71
1143,Produto 1143,330.67,15
1144,Produto 1144,780.82,85
1145,Produto 1145,322.64,17
1146,Produto 1146,307.74,62
1147,Produto 1147,293.34,63
1148,Produto 1148,309.72,32
1149,Produto 1149,946.37,22
1150,Produto 1150,137.78,55
1151,Produto 1151,876.67,76
1152,Produto 1152,431.84,15
1153,Produto 1153,441.2,63
1154,Produto 1154,905.59,67
1155,Produto 1155,894.01,74
1156,Produto 1156,751.77,84
1157,Produto 1157,270.52,25
1158,Produto 1158,343.27,24
1159,Produto 1159,502.4,49
1160,Produto 1160,285.53,29
1161,Produto 1161,591.36,17
1162,Produto 1162,886.82,26
1163,Produto 1163,862.26,97
1164,Produto 1164,277.97,94
1165,Produto 1165,943.88,47
1166,Produto 1166,182.26,39
1167,Produto 1167,43.2,76
1168,Produto 1168,85.47,72
1169,Produto 1169,196.03,53
1170,Produto 1170,459.94,50
1171,Produto 1171,118.07,40
1172,Produto 1172,539.81,28
1173,Produto 1173,707.08,23
1174,Produto 1174,293.64,46
1175,Produto 1175,917.76,19
1176,Produto 1176,5.43,17
1177,Produto 1177,176.11,87
1178,Produto 1178,156.78,84
1179,Produto 1179,519.45,18
1180,Produto 1180,683.3,76
1181,Produto 1181,641.05,58
1182,Produto 1182,717.39,76
1183,Produto 1183,990.99,89
1184,Produto 1184,954.03,85
1185,Produto 1185,824.31,31
1186,Produto 1186,546.97,59
1187,Produto 1187,971.25,15
1188,Produto 1188,376.88,46
1189,Produto 1189,401.82,65
1190,Produto 1190,51.52,78
1191,Produto 1191,732.34,64
1192,Produto 1192,886.52,51
1193,Produto 1193,53.48,41
1194,Produto 1194,216.88,67
1195,Produto 1195,139.24,26
1196,Produto 1196,35.83,92
1197,Produto 1197,348.04,76
1198,Produto 1198,258.16,44
1199,Produto 1199,141.52,24
1200,Produto 1200,472.62,66
1201,Produto 1201,215.04,3
1202,Produto 1202,927.82,19
1203,Produto 1203,73.82,10
1204,Produto 1204,467.68,49
1205,Produto 1205,886.83,61
1206,Produto 1206,25.07,49
1207,Produto 1207,405.9,51
1208,Produto 1208,428.6,88
1209,Produto 1209,708.18,72
1210,Produto 1210,86.9,55
1211,Produto 1211,573.52,7
1212,Produto 1212,554.13,21
1213,Produto 1213,705.59,68
1214,Produto 1214,768.75,71
1215,Produto 1215,550.12,23
1216,Produto 1216,993.48,5
1217,Produto 1217,377.3,13
1218,Produto 1218,67.0,14
1219,Produto 1219,896.28,78
1220,Produto 1220,74.98,54
1221,Produto 1221,590.1,70
1222,Produto 1222,546.24,69
1223,Produto 1223,805.29,64
1224,Produto 1224,931.12,22
1225,Produto 1225,221.75,66
1226,Produto 1226,716.59,80
1227,Produto 1227,273.97,37
1228,Produto 1228,938.51,79
1229,Produto 1229,605.32,66
1230,Produto 1230,761.19,51
1231,Produto 1231,261.37,5
1232,Produto 1232,587.89,99
1233,Produto 1233,186.18,65
1234,Produto 1234,794.11,2
1235,Produto 1235,591.68,9
1236,Produto 1236,242.62,26
1237,Produto 1237,784.11,50
1238,Produto 1238,790.31,60
1239,Produto 1239,104.32,57
1240,Produto 1240,160.57,63
1241,Produto 1241,556.65,68
1242,Produto 1242,71.3,85
1243,Produto 1243,705.7,13
1244,Produto 1244,917.45,9
1245,Produto 1245,910.72,83
1246,Produto 1246,592.73,100
1247,Produto 1247,887.97,38
1248,Produto 1248,261.81,48
1249,Produto 1249,619.11,33
1250,Produto 1250,483.26,71
1251,Produto 1251,156.92,47
1252,Produto 1252,964.66,18
1253,Produto 1253,935.56,9
1254,Produto 1254,331.37,13
1255,Produto 1255,148.54,21
1256,Produto 1256,498.73,41
1257,Produto 1257,803.85,71
1258,Produto 1258,231.59,81
1259,Produto 1259,266.03,47
1260,Produto 1260,565.85,56
1261,Produto 1261,309.04,55
1262,Produto 1262,324.99,76
1263,Produto 1263,445.67,72
1264,Produto 1264,555.43,46
1265,Produto 1265,54.57,50
1266,Produto 1266,191.59,74
1267,Produto 1267,771.4,13
1268,Produto 1268,888.81,47
1269,Produto 1269,310.89,1
1270,Produto 1270,230.59,38
1271,Produto 1271,6.94,70
1272,Produto 1272,802.11,32
1273,Produto 1273,554.85,50
1274,Produto 1274,276.03,30
1275,Produto 1275,513.03,18
1276,Produto 1276,854.11,77
1277,Produto 1277,405.18,87
1278,Produto 1278,871.28,98
1279,Produto 1279,605.13,74
1280,Produto 1280,24.57,20
1281,Produto 1281,764.07,94
1282,Produto 1282,249.12,51
1283,Produto 1283,198.9,12
1284,Produto 1284,56.67,62
1285,Produto 1285,569.17,80
1286,Produto 1286,187.84,99
1287,Produto 1287,261.42,22
1288,Produto 1288,744.22,48
1289,Produto 1289,880.72,91
1290,Produto 1290,749.67,46
1291,Produto 1291,722.23,17
1292,Produto 1292,396.13,20
1293,Produto 1293,512.77,13
1294,Produto 1294,652.06,23
1295,Produto 1295,18.8,18
1296,Produto 1296,857.14,11
1297,Produto 1297,273.11,52
1298,Produto 1298,595.94,26
1299,Produto 1299,848.56,68
1300,Produto 1300,26.44,62
1301,Produto 1301,420.23,97
1302,Produto 1302,198.6,25
1303,Produto 1303,385.07,35
1304,Produto 1304,659.72,75
1305,Produto 1305,42.77,44
1306,Produto 1306,4.3,45
1307,Produto 1307,57.65,65
1308,Produto 1308,660.32,8
1309,Produto 1309,230.28,30
1310,Produto 1310,199.66,64
1311,Produto 1311,289.09,5
1312,Produto 1312,615.58,57
1313,Produto 1313,274.38,63
1314,Produto 1314,333.74,35
1315,Produto 1315,142.43,50
1316,Produto 1316,971.23,45
1317,Produto 1317,658.09,68
1318,Produto 1318,163.25,55
1319,Produto 1319,65.69,56
1320,Produto 1320,127.95,28
1321,Produto 1321,727.86,5
1322,Produto 1322,120.9,57
1323,Produto 1323,352.11,98
1324,Produto 1324,210.6,27
1325,Produto 1325,643.68,66
1326,Produto 1326,322.1,53
1327,Produto 1327,80.29,78
1328,Produto 1328,82.82,60
1329,Produto 1329,753.37,5
1330,Produto 1330,1.88,41
1331,Produto 1331,557.0,27
1332,Produto 1332,158.77,80
1333,Produto 1333,466.25,41
1334,Produto 1334,823.48,47
1335,Produto 1335,759.2,36
1336,Produto 1336,122.15,32
1337,Produto 1337,520.2,87
1338,Produto 1338,507.4,21
1339,Produto 1339,436.23,56
1340,Produto 1340,475.87,32
1341,Produto 1341,247.55,87
1342,Produto 1342,744.45,55
1343,Produto 1343,196.77,14
1344,Produto 1344,575.92,28
1345,Produto 1345,722.35,12
1346,Produto 1346,784.88,68
1347,Produto 1347,81.98,34
1348,Produto 1348,584.12,7
1349,Produto 1349,475.37,9
1350,Produto 1350,56.37,32
1351,Produto 1351,159.29,59
1352,Produto 1352,847.23,34
1353,Produto 1353,314.22,19
1354,Produto 1354,924.5,24
1355,Produto 1355,362.79,27
1356,Produto 1356,18.21,19
1357,Produto 1357,986.55,94
1358,Produto 1358,283.36,25
1359,Produto 1359,286.51,59
1360,Produto 1360,58.22,78
1361,Produto 1361,998.12,31
1362,Produto 1362,377.34,98
1363,Produto 1363,87.81,16
1364,Produto 1364,716.67,43
1365,Produto 1365,182.29,43
1366,Produto 1366,334.69,5
1367,Produto 1367,370.31,25
1368,Produto 1368,671.39,47
1369,Produto 1369,156.5,43
1370,Produto 1370,23.63,24
1371,Produto 1371,348.25,86
1372,Produto 1372,422.21,60
1373,Produto 1373,28.23,23
1374,Produto 1374,254.73,49
1375,Produto 1375,883.34,7
1376,Produto 1376,750.2,54
1377,Produto 1377,363.33,61
1378,Produto 1378,791.96,53
1379,Produto 1379,276.32,74
1380,Produto 1380,849.63,80
1381,Produto 1381,187.59,31
1382,Produto 1382,895.61,21
1383,Produto 1383,997.41,83
1384,Produto 1384,155.67,17
1385,Produto 1385,351.91,33
1386,Produto 1386,379.9,29
1387,Produto 1387,676.73,100
1388,Produto 1388,212.49,46
1389,Produto 1389,366.71,58
1390,Produto 1390,65.78,62
1391,Produto 1391,726.94,60
1392,Produto 1392,670.52,18
1393,Produto 1393,154.29,72
1394,Produto 1394,88.66,20
1395,Produto 1395,637.71,10
1396,Produto 1396,555.73,89
1397,Produto 1397,692.17,1
1398,Produto 1398,244.3,50
1399,Produto 1399,87.8,7
1400,Produto 1400,161.84,50
1401,Produto 1401,398.82,15
1402,Produto 1402,202.03,33
1403,Produto 1403,20.49,98
1404,Produto 1404,916.97,2
1405,Produto 1405,537.33,85
1406,Produto 1406,747.43,1
1407,Produto 1407,594.42,96
1408,Produto 1408,12.19,57
1409,Produto 1409,377.84,73
1410,Produto 1410,458.92,87
1411,Produto 1411,456.5,22
1412,Produto 1412,729.24,75
1413,Produto 1413,908.16,92
1414,Produto 1414,917.58,57
1415,Produto 1415,575.02,72
1416,Produto 1416,321.41,1
1417,Produto 1417,649.62,16
1418,Produto 1418,21.62,69
1419,Produto 1419,435.88,31
1420,Produto 1420,362.47,1
1421,Produto 1421,882.49,42
1422,Produto 1422,308.81,65
1423,Produto 1423,203.18,72
1424,Produto 1424,578.28,95
1425,Produto 1425,94.24,10
1426,Produto 1426,1.04,50
1427,Produto 1427,855.62,6
1428,Produto 1428,514.82,46
1429,Produto 1429,553.74,18
1430,Produto 1430,845.45,51
1431,Produto 1431,138.39,77
1432,Produto 1432,713.05,54
1433,Produto 1433,547.04,25
1434,Produto 1434,368.74,99
1435,Produto 1435,160.48,63
1436,Produto 1436,179.59,100
1437,Produto 1437,508.34,33
1438,Produto 1438,215.16,4
1439,Produto 1439,531.18,64
1440,Produto 1440,145.95,14
1441,Produto 1441,252.11,32
1442,Produto 1442,363.92,21
1443,Produto 1443,901.79,62
1444,Produto 1444,284.21,76
1445,Produto 1445,161.33,19
1446,Produto 1446,145.05,76
1447,Produto 1447,258.3,73
1448,Produto 1448,293.8,63
1449,Produto 1449,828.75,11
1450,Produto 1450,681.51,48
1451,Produto 1451,790.04,78
1452,Produto 1452,632.53,74
1453,Produto 1453,178.75,80
1454,Produto 1454,868.73,28
1455,Produto 1455,545.15,80
1456,Produto 1456,156.24,78
1457,Produto 1457,596.09,68
1458,Produto 1458,37.05,9
1459,Produto 1459,159.52,25
1460,Produto 1460,838.88,39
1461,Produto 1461,412.47,68
1462,Produto 1462,634.79,10
1463,Produto 1463,401.06,89
1464,Produto 1464,823.07,66
1465,Produto 1465,930.05,45
1466,Produto 1466,721.7,60
1467,Produto 1467,446.95,26
1468,Produto 1468,552.27,45
1469,Produto 1469,224.23,96
1470,Produto 1470,970.52,42
1471,Produto 1471,166.0,27
1472,Produto 1472,127.96,68
1473,Produto 1473,287.75,100
1474,Produto 1474,644.59,79
1475,Produto 1475,974.04,61
1476,Produto 1476,613.83,15
1477,Produto 1477,601.28,22
1478,Produto 1478,352.97,28
1479,Produto 1479,232.9,23
1480,Produto 1480,699.9,12
1481,Produto 1481,435.04,75
1482,Produto 1482,994.92,34
1483,Produto 1483,245.31,32
1484,Produto 1484,956.37,72
1485,Produto 1485,260.78,91
1486,Produto 1486,263.22,48
1487,Produto 1487,837.21,62
1488,Produto 1488,321.44,24
1489,Produto 1489,426.2,87
1490,Produto 1490,725.76,58
1491,Produto 1491,235.88,36
1492,Produto 1492,355.3,54
1493,Produto 1493,73.74,38
1494,Produto 1494,194.35,12
1495,Produto 1495,191.34,58
1496,Produto 1496,811.93,66
1497,Produto 1497,297.51,16
1498,Produto 1498,28.13,10
1499,Produto 1499,59.76,72
1500,Produto 1500,453.04,100
1501,Produto 1501,214.69,40
1502,Produto 1502,521.01,77
1503,Produto 1503,530.4,36
1504,Produto 1504,881.34,64
1505,Produto 1505,273.01,54
1506,Produto 1506,622.83,53
1507,Produto 1507,695.33,67
1508,Produto 1508,660.6,51
1509,Produto 1509,891.06,51
1510,Produto 1510,66.54,66
1511,Produto 1511,93.12,25
1512,Produto 1512,931.15,28
1513,Produto 1513,635.49,89
1514,Produto 1514,204.19,25
1515,Produto 1515,643.54,81
1516,Produto 1516,265.31,48
1517,Produto 1517,801.14,22
1518,Produto 1518,954.31,54
1519,Produto 1519,156.48,30
1520,Produto 1520,595.94,42
1521,Produto 1521,806.32,53
1522,Produto 1522,114.59,57
1523,Produto 1523,499.88,94
1524,Produto 1524,156.69,90
1525,Produto 1525,34.16,47
1526,Produto 1526,295.67,10
1527,Produto 1527,74.53,27
1528,Produto 1528,748.7,27
1529,Produto 1529,990.68,88
1530,Produto 1530,848.31,92
1531,Produto 1531,662.07,56
1532,Produto 1532,953.7,77
1533,Produto 1533,99.5,98
1534,Produto 1534,699.2,89
1535,Produto 1535,58.74,3
1536,Produto 1536,412.2,54
1537,Produto 1537,786.44,10
1538,Produto 1538,267.47,73
1539,Produto 1539,74.03,29
1540,Produto 1540,442.44,39
1541,Produto 1541,699.79,100
1542,Produto 1542,424.36,41
1543,Produto 1543,370.7,56
1544,Produto 1544,782.5,85
1545,Produto 1545,382.8,14
1546,Produto 1546,75.35,15
1547,Produto 1547,367.26,21
1548,Produto 1548,961.78,85
1549,Produto 1549,185.15,95
1550,Produto 1550,175.15,43
1551,Produto 1551,247.36,83
1552,Produto 1552,926.03,12
1553,Produto 1553,77.5,36
1554,Produto 1554,132.03,81
1555,Produto 1555,227.32,97
1556,Produto 1556,300.97,39
1557,Produto 1557,380.19,76
1558,Produto 1558,417.52,22
1559,Produto 1559,645.92,51
1560,Produto 1560,746.74,93
1561,Produto 1561,471.99,1
1562,Produto 1562,719.15,86
1563,Produto 1563,663.81,9
1564,Produto 1564,813.78,33
1565,Produto 1565,930.21,24
1566,Produto 1566,749.96,74
1567,Produto 1567,851.24,25
1568,Produto 1568,29.92,56
1569,Produto 1569,109.94,29
1570,Produto 1570,224.89,32
1571,Produto 1571,983.64,38
1572,Produto 1572,854.07,7
1573,Produto 1573,562.56,58
1574,Produto 1574,424.09,41
1575,Produto 1575,416.01,71
1576,Produto 1576,29.51,11
1577,Produto 1577,302.58,46
1578,Produto 1578,871.82,77
1579,Produto 1579,704.5,2
1580,Produto 1580,209.22,37
1581,Produto 1581,820.84,46
1582,Produto 1582,443.41,54
1583,Produto 1583,762.69,69
1584,Produto 1584,182.69,53
1585,Produto 1585,137.11,69
1586,Produto 1586,249.53,83
1587,Produto 1587,302.78,53
1588,Produto 1588,160.31,39
1589,Produto 1589,789.38,93
1590,Produto 1590,938.73,92
1591,Produto 1591,578.39,45
1592,Produto 1592,936.83,2
1593,Produto 1593,340.98,67
1594,Produto 1594,687.69,94
1595,Produto 1595,407.61,60
1596,Produto 1596,912.89,81
1597,Produto 1597,366.27,21
1598,Produto 1598,618.9,21
1599,Produto 1599,277.15,76
1600,Produto 1600,415.21,89
1601,Produto 1601,282.86,80
1602,Produto 1602,261.97,74
1603,Produto 1603,310.13,93
1604,Produto 1604,957.92,4
1605,Produto 1605,499.69,48
1606,Produto 1606,987.02,53
1607,Produto 1607,621.35,62
1608,Produto 1608,782.55,49
1609,Produto 1609,816.01,51
1610,Produto 1610,510.09,85
1611,Produto 1611,19.47,100
1612,Produto 1612,140.22,84
1613,Produto 1613,134.03,10
1614,Produto 1614,805.84,65
1615,Produto 1615,455.8,30
1616,Produto 1616,772.01,27
1617,Produto 1617,402.76,15
1618,Produto 1618,593.31,75
1619,Produto 1619,490.56,5
1620,Produto 1620,406.99,59
1621,Produto 1621,524.91,54
1622,Produto 1622,992.18,30
1623,Produto 1623,554.03,85
1624,Produto 1624,696.51,2
1625,Produto 1625,516.81,89
1626,Produto 1626,606.67,39
1627,Produto 1627,528.78,59
1628,Produto 1628,640.43,36
1629,Produto 1629,672.81,81
1630,Produto 1630,932.41,74
1631,Produto 1631,530.07,100
1632,Produto 1632,272.99,27
1633,Produto 1633,641.26,55
1634,Produto 1634,474.93,38
1635,Produto 1635,658.21,32
1636,Produto 1636,399.42,35
1637,Produto 1637,306.77,21
1638,Produto 1638,702.27,97
1639,Produto 1639,304.87,9
1640,Produto 1640,506.57,34
1641,Produto 1641,17.47,38
1642,Produto 1642,447.98,2
1643,Produto 1643,943.98,33
1644,Produto 1644,535.48,64
1645,Produto 1645,920.45,41
1646,Produto 1646,695.47,10
1647,Produto 1647,675.52,27
1648,Produto 1648,155.0,78
1649,Produto 1649,448.73,89
1650,Produto 1650,869.22,78
1651,Produto 1651,17.41,18
1652,Produto 1652,633.99,42
1653,Produto 1653,713.23,78
1654,Produto 1654,314.84,66
1655,Produto 1655,796.99,16
1656,Produto 1656,782.55,32
1657,Produto 1657,975.91,96
1658,Produto 1658,462.04,91
1659,Produto 1659,758.82,20
1660,Produto 1660,705.38,66
1661,Produto 1661,346.05,17
1662,Produto 1662,635.29,52
1663,Produto 1663,803.27,47
1664,Produto 1664,210.86,42
1665,Produto 1665,25.37,32
1666,Produto 1666,360.03,27
1667,Produto 1667,69.57,9
1668,Produto 1668,144.1,60
1669,Produto 1669,504.84,57
1670,Produto 1670,390.44,93
1671,Produto 1671,928.9,81
1672,Produto 1672,302.51,31
1673,Produto 1673,675.77,37
1674,Produto 1674,536.8,75
1675,Produto 1675,392.2,72
1676,Produto 1676,342.61,88
1677,Produto 1677,689.94,1
1678,Produto 1678,580.35,12
1679,Produto 1679,174.64,81
1680,Produto 1680,803.56,56
1681,Produto 1681,264.15,79
1682,Produto 1682,166.17,58
1683,Produto 1683,139.42,32
1684,Produto 1684,620.32,6
1685,Produto 1685,911.47,85
1686,Produto 1686,160.25,35
1687,Produto 1687,438.49,29
1688,Produto 1688,63.86,43
1689,Produto 1689,187.24,9
1690,Produto 1690,117.93,63
1691,Produto 1691,721.97,60
1692,Produto 1692,822.16,69
1693,Produto 1693,876.69,90
1694,Produto 1694,103.06,71
1695,Produto 1695,640.98,88
1696,Produto 1696,494.99,20
1697,Produto 1697,549.38,65
1698,Produto 1698,822.97,87
1699,Produto 1699,581.68,96
1700,Produto 1700,781.57,72
1701,Produto 1701,500.82,72
1702,Produto 1702,803.91,71
1703,Produto 1703,30.96,46
